zinc,smile
ZINC85491760,CC(=CC(O)C1C([NH+]=C(N)N)C=CC23CC(O)C4(C)C5=C(C(=O)C(CCCCC12)C43C)C1(C)CCC(=O)C(C)(C)C1C(C=Cc1ccccc1)C5O)C(=O)[O-]
ZINC85596921,CNC1=Nc2cc(cc(OC3(C[NH2+]C)CCC(CCOC)C3)c2O)CC(C(C)C)C=CC(=O)C2(Cc3ccc(O)c(OC)c3)CCCC2CC#CN1
ZINC85629151,CCCCCC(O)CC(=O)CCc1ccc(O)c(OCn2cc3c(c2=CCC(C)C)=CC=N3)c1
ZINC59586054,C=C(C)C(C=C(C)C)Cc1c(O)cc(O)c(C(=O)C=Cc2ccc(O)cc2O)c1O
ZINC85596922,CNC1=[NH+]CSSCC2CCCC2(Cc2ccc(O)c(OC)c2)C(=O)C=CCCc2cc(c(O)c(OC3(C[NH2+]C)CCC(CCOC[NH2+]CC(C)O)C3)c2)N1
ZINC85629155,CC1C=CC(C(O)CC(=O)CCc2ccc(O)c(OC[N+]3=CC4=NC=CC4=C3)c2)CC1
ZINC85544358,C=C(C=CC=C(C(O)CCc1ccccc1)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)CCC=C(C)C[NH2+]CC
ZINC85491766,CC(=CC(O)C1C(C)C2(C=CC1[NH+]=C(N)N)CC(O)C1(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1C(C=Cc1ccccc1)C3O)C(=O)[O-]
ZINC85530126,COc1cc(C=CC(=O)OC2CCC34CC35CCC3(C)C(C(C)CCC(C)C(C)C)CCC3(C)C5CCC4C2(C)C)ccc1O
ZINC85544362,C=C(C=CC=C(COCCO)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)CCC=C(C)C
ZINC85544364,C=C(C=CC=C(CO)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)CCC=C(C)CO
ZINC85596928,CCCCCC1C=CC(=O)C2(Cc3ccc(O)c(OC)c3)CCCC2CSSC[NH+]=C(NC)Nc2cc(cc(OC3(C[NH2+]C)CCC(CCOC)C3)c2O)C1
ZINC85491774,CC(=CC(O)C1C(C)C2(C=CC1[NH+]=C(N)N)CC(O)C1(C)C3=C4C(=O)CC12CCCCCC41CCC(=O)C(C)(C)C1C(C=Cc1ccccc1)C3O)C(=O)[O-]
ZINC85544369,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)CCC=C(C)C(O)[NH2+]CC
ZINC85596931,CNC1=[NH+]CSSCC2CCCC2(Cc2ccc(O)c(OC)c2)C(=O)C=CCCc2cc(c(O)c(OC3(C[NH2+]C)CCC(CCOCCCO)C3)c2)N1
ZINC85544370,C=C(C=CC=C(COCC)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)CCC=C(C)C
ZINC14697267,COc1cccc(CCc2c(Cc3ccc(O)cc3)c(O)cc(OC)c2Cc2ccc(O)cc2)c1
ZINC85596935,CNC(=[NH2+])Nc1cc(C2(CC=CC(=O)C3(Cc4ccc(O)c(OC)c4)CCCC3)CCCC2)cc(OC2(C[NH2+]C)CCC(CC(O)OC)C2)c1O
ZINC85544377,C=C(C=CC=C(COCO)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)CCC=C(C)C
ZINC85629176,CCCC(O)CC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=NC=CC3=C2)c1
ZINC85596937,CCCCCC(C=CC(=O)CCc1ccc(O)c(OC)c1)C1(c2cc(NC(=[NH2+])NC)c(O)c(OC3(C[NH2+]C)CCC(CC(O)OC)C3)c2)CCCC1
ZINC85544380,C[NH2+]CCC1(O)CC2C=CC(CCO)C(C2=C(C)C=O)C12CCC(C(=CC=CC(CCC=C(C)C)=C1CCCCC1)CO)C2O
ZINC85491787,CC(=CC(O)C(C[NH+]=C(N)N)C(C)C1CC2(O)C=CC3(O)C4=C(C(=O)CC1(C1CCCC1)C42C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1)C(=O)[O-]
ZINC85491789,CC(=CC(O)C1C(C)C2(C=CC1[NH+]=C(N)N)CC(O)C1(C)C3=C(C(=O)CC12C1CCCC1)C1(C)CCC(=O)C(C)(C)C1C(C=Cc1ccccc1)C3O)C(=O)[O-]
ZINC85629182,CCCCCC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(CCc4ccccc4)C=NC3=C2)c1
ZINC85629185,CCCCCC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(Cc4ccccc4)C=NC3=C2)c1
ZINC85544387,C=C(C=CC=C(COCC(O)CO)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CO)CCC=C(C)C
ZINC85491796,CC(C)CCCC(=CC(O)C1C(C)C2(C=CC1[NH+]=C(N)N)CC(O)C1(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1C(C=Cc1ccccc1)C3O)C(=O)[O-]
ZINC85491802,CC(O)CC(=CC(O)C(C[NH+]=C(N)N)C(C)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1C(C=Cc1ccccc1)C3O)C(=O)[O-]
ZINC85629196,CCCCCC(O)C(CCCCC)C(=O)CCc1ccc(O)c(OCn2cc3c(c2=CCC(C)C)=CC=N3)c1
ZINC85544398,C=C(C=CC=C(CO)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)C1(CC=C(C)C)CCCC1
ZINC85491809,CC(=CC(O)C(C[NH+]=C(N)N)C1CCCCC2C(=O)C3=C(C(O)C(C=Cc4ccccc4)C4C(C)(C)C(=O)CCC34C)C3(C)C(O)CC1C23C)C(=O)[O-]
ZINC85491812,C[NH2+]CCC(=CC(O)C(C[NH+]=C(N)N)C(C)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1C(C=Cc1ccccc1)C3O)C(=O)[O-]
ZINC85544406,C=C(C=CC=C(COCCO)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)CCC=C(C)C[NH2+]CC
ZINC85629208,CC1C=CC(C(O)CC(=O)CCc2ccc(O)c(OCCc3ccccc3)c2)CC1
ZINC85491816,CC(=CC(O)C(C[NH+]=C(N)N)C(C)C1CC2(O)CCC3(O)C4=C(C(=O)CC1(C)C42C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1)C(=O)[O-]
ZINC85568133,COc1cc(C2Oc3cc(OCCO)c4c5c3C(C#CCC([n+]3cc[nH]c3)CC5Cc3cc(O)ccc3-4)C2O)ccc1O
ZINC14927453,C=CC(C)(C)c1cc2c(O)c3c(c(C(C)(C)C=C)c2oc1=O)OC(C)(C)C=C3
ZINC44351625,COc1cc(O)c(C(C=Cc2ccc(O)cc2)CC(O)CCc2ccc(O)cc2)c2c1C(=O)CC(c1ccc(O)cc1)O2
ZINC85491821,CC(=CC1(O)CC(C)C2C3C4=C(CC=C41)CC1=CC4(O)C5=C(C(=O)CC2(C)C5(C)C13O)C1(C)CCC(=O)C(C)(C)C1C4C=Cc1ccccc1)C(=O)[O-]
ZINC13481656,COc1c(OCC=C(C)CC(C=C(C)C)OC(C)=O)ccc2ccc(=O)oc21
ZINC14555276,C=C(C)C(CC=C(C)C)CC1(CC=C(C)C)C(=O)C(C(CCC)CC(=O)OC)=C(O)C2=C1OC(C)C(C)C2=O
ZINC85544412,C=C(C=CC=C(COCO)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)CCC=C(C)C[NH2+]CC
ZINC85629216,CCCCCC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(CCCOC)C=NC3=C2)c1
ZINC85491828,CC(=CC(O)C(C[NH+]=C(N)N)C(C)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1C(C=Cc1ccccc1)C3O)C(=O)[O-]
ZINC85544417,C=C(C=CC=C(COCC)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)CCC=C(C)C[NH2+]CC
ZINC85629223,O=C(CCc1ccc(O)c(OC[N+]2=CC3=NC=CC3=C2)c1)CC(O)CCCCC1CCCCC1
ZINC85491837,CC(=CC(O)C(C[NH+]=C(N)N)C(C)C1CC(O)C2(C)C3=C4C(=O)CC12CCCCCC41CCC(=O)C(C)(C)C1C(C=Cc1ccccc1)C3O)C(=O)[O-]
ZINC49802727,C=C(C)C1CC=C2C(=CCC3(C)C(C(CCC(=C)C(C)(C)OC)C(=O)[O-])C(O)CC23C)C1(C)CCC(=O)[O-]
ZINC85491840,CC(=CC(O)C(C[NH+]=C(N)N)C(C)C1CC(O)C2(C)C3=C(C(=O)CC12C1CCCC1)C1(C)CCC(=O)C(C)(C)C1C(C=Cc1ccccc1)C3O)C(=O)[O-]
ZINC85544424,C=C(C=CC=C(CO)C1CCC23C4C(=C(C)C=O)C(C=CC4(CCO)C=CC12O)CC3(O)CC[NH2+]C)CCC=C(C)C
ZINC85491842,CC(C)CCCC(=CC(O)C(C[NH+]=C(N)N)C(C)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1C(C=Cc1ccccc1)C3O)C(=O)[O-]
ZINC85544428,C=C(C=CC=C(COCC(O)CO)C1CCC23C(C(=C(C)C=O)CCC2(C)O)C(CCO)CCC13O)CCC=C(C)C
ZINC85629236,CC1(CCCC(O)CC(=O)CCc2ccc(O)c(OC[N+]3=CC4=NC=CC4=C3)c2)CCCC1
ZINC85975931,COc1cc(C=CC(=O)OCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(C)=O)ccc1O
ZINC49793409,COC(=O)C(C)CC(=O)CC(C)C1CC(=O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(O)C(C)(C)C1CC3O
ZINC85491848,CC(O)CC(C(=O)[O-])C(=O)C(O)CC(C)C1CC2(O)C=CC3(O)C4=C(C(=O)CC1(C)C42C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1
ZINC85568146,COc1cc(C2Oc3cc(OCCO)c4c(c3CC2O)C(CC2([n+]3cc[nH]c3)CCCC2)Cc2cc(O)ccc2-4)ccc1O
ZINC85629241,CCCCCC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=NC=CC3=C2)c1
ZINC85544435,C=C(C=CC=C(CO)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)CCC=C(C)C
ZINC85568147,COc1cc(C2Oc3cc(OCCO)c4c(c3CC2O)C(CC[n+]2cc[nH]c2)Cc2cc(O)ccc2-4)ccc1O
ZINC85491856,CC(C(=O)[O-])C(=O)C(O)CC1CCCCC2C(=O)C3=C4C5(C)C(O)(C=CC4(O)C(C=Cc4ccccc4)C4C(C)(C)C(=O)CCC34C)CC1C25C
ZINC85596981,CCCCCC(C=CC(=O)C1(Cc2ccc(O)c(OC)c2)CCCC1)Cc1cc(NC(=[NH2+])NC)c(O)c(OC2(C[NH2+]C)CCC(CCOC)C2)c1
ZINC85491860,CC(CC1(O)CCCC(C(=O)[O-])C1=O)C1CC2(O)C=CC3(O)C4=C(C(=O)CC1(C)C42C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1
ZINC85544441,C=C(C=CC=C(CO)C1CCC2(C1O)C1C3=C(C=O)CCCC3(C=CC1CCO)CC2(O)CC[NH2+]C)CCC=C(C)C
ZINC85596982,CNC(=[NH2+])Nc1cc(CC(C=CC(=O)C2(Cc3ccc(O)c(OC)c3)CCCC2)C(C)C)cc(OC2(C[NH2+]C)CCC(CCOC)C2)c1O
ZINC85544445,C=C(C=CC=C(C(O)CCc1ccccc1)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)CCC=C(C)C
ZINC85491871,C[NH2+]CCC(C(=O)[O-])C(=O)C(O)CC(C)C1CC2(O)C=CC3(O)C4=C(C(=O)CC1(C)C42C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1
ZINC85491874,CC(CC(O)C(=O)C(C)C(=O)[O-])C12CC3(O)C=CC4(O)C5=C(C(=O)CC1(C)C53CCC2)C1(C)CCC(=O)C(C)(C)C1C4C=Cc1ccccc1
ZINC85629265,CCCCCC(O)C(CCCCC)C(=O)CCc1ccc(O)c(OC[N+]2=CC3=NC=CC3=C2)c1
ZINC85491878,CC(CC(O)C(=O)C(C)C(=O)[O-])C1CC2(O)C=CC3(O)C4=C(C(=O)CC1(C)C42CCO)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1
ZINC85544461,C=C(C=CC=C(CO)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)CCC=C(C)CCCC(C)C
ZINC85544467,C=C(C=CC=C(COCC(O)CO)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(C)O)C1(CC=C(C)C)CCCC1
ZINC05922875,COC(=O)C1C(O)C2(O)c3c(cc(OC)cc3OC)OC2(c2ccc(OC)cc2)C1c1ccccc1
ZINC85491889,CC(CC(O)C(=O)C(C)C(=O)[O-])C1CC2(O)C=CC3(O)C4=C(C(=O)CC1(C)C42C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1
ZINC85568167,COc1cc(C2Oc3c4c(c5c(c3CC2O)C(CC[n+]2cc[nH]c2)Cc2cc(O)ccc2-5)OCCC4)ccc1O
ZINC85544470,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)CCC=C(C)C[NH2+]CC
ZINC14454976,C=CC(C)(O)CCC=C(C)C(=O)OCC(C)(C)CC1=C([O-])C(=O)c2ccccc2C1=O
ZINC85491894,CC[NH2+]CC(C(O)C=C(C)C(=O)[O-])C(C)C1CC2(O)C=CC3(O)C4=C(C(=O)CC1(C)C42C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1
ZINC85491895,CC(O)CC(=CC(O)CC(C)C1CC2(O)C=CC3(O)C4=C(C(=O)CC1(C)C42C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1)C(=O)[O-]
ZINC85544477,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C1=C(C=O)CCCC1CC2(O)CC[NH2+]C)CCC=C(C)C[NH2+]CC
ZINC13400391,COc1cc(C2Oc3c(OC)c(Cl)c4ccc(=O)oc4c3OC2C)ccc1O
ZINC85491900,CC(CC(O)C(=O)C(C)C(=O)[O-])C1CC2(O)C=CC3(O)C4=C(C(=O)CC1(C1CCCC1)C42C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1
ZINC85568173,COc1cc(C2Oc3cc(OC)c4c(c3CC2O)C(CC[n+]2cc[nH]c2)Cc2cc(O)ccc2-4)cc(CCCO)c1O
ZINC85491904,CC(=CC(O)CC1CCCCC2C(=O)C3=C4C5(C)C(O)(C=CC4(O)C(C=Cc4ccccc4)C4C(C)(C)C(=O)CCC34C)CC1C25C)C(=O)[O-]
ZINC85491906,C[NH2+]CCC(=CC(O)CC(C)C1CC2(O)C=CC3(O)C4=C(C(=O)CC1(C)C42C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1)C(=O)[O-]
ZINC85592532,COc1cc2cc(C)c3c(O)c2c(c1)OC1OC(C(O)C(O)C1O)C1(O)C=CC([NH3+])CC1CC#CCC3=O
ZINC85592533,CCCC(=O)c1c(C)cc2cc(OC)cc(OC3OC(C4(O)C=CC([NH3+])CC4)C(O)C(O)C3O)c2c1O
ZINC85491911,CC(CC1(O)C=C(C(=O)[O-])CCC1)C1CC2(O)C=CC3(O)C4=C(C(=O)CC1(C)C42C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1
ZINC85544493,C=C(C=CC=C(COCC(O)CO)C1CCC2(C1O)C(CCCO)C1=C(C=O)CCCC1CC2(C)O)CCC=C(C)C
ZINC85491915,CC(O)CC(C(=O)[O-])C(=O)C(O)CC(C)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1C(C=Cc1ccccc1)C3O
ZINC85544498,C=C(C=CC=C(C(O)CCc1ccccc1)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)CCC=C(C)C[NH2+]CC
ZINC85603060,CCCCC=CCCCCCCCCCCCCCC1=C(O)C(=O)C=C([O-])C1=O
ZINC85544500,C=C(C=CC=C(COCCO)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)CCC=C(C)C
ZINC85491924,CC(=CC(O)CC(C)C12CC3(O)C=CC4(O)C5=C(C(=O)CC1(C)C53CCC2)C1(C)CCC(=O)C(C)(C)C1C4C=Cc1ccccc1)C(=O)[O-]
ZINC85629311,CC(=O)OC(CCc1cc(OCCO)c(O)cc1-c1cc[nH+]c(N)c1)CC(OC(C)=O)C1CC2CC(CCC2C(C)C)CC(CO)C1
ZINC85544505,C=C(C=CC=C(COCC)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(C)O)CCC=C(C)C
ZINC17434107,COc1ccc(C2Oc3cc(O)cc(O)c3C(=O)C2C2C(=O)c3c(O)cc(O)cc3OC2c2ccc(OC)cc2)cc1
ZINC85544507,C=C(C=CC=C(COCCO)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(C)O)CCC=C(C)C
ZINC85491929,CC(=CC(O)CC(C)C1CC2(O)C=CC3(O)C4=C(C(=O)CC1(C)C42CCO)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1)C(=O)[O-]
ZINC85544509,C=C(C=CC=C(COCC)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)CCC=C(C)C
ZINC85568190,COc1cc(C2Oc3cc(OCCO)c4c(c3CC2O)CCc2cc(O)ccc2-4)cc(CCCO)c1O
ZINC85491932,CC[NH2+]CC(C(O)C=C(CC(C)O)C(=O)[O-])C(C)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1C(C=Cc1ccccc1)C3O
ZINC40431403,CC(C)=CCCC1(C)C=CC(OC(=O)C=C(C)C)C(C)(O)C=CC(=O)C(CO)=CC1
ZINC85629318,COc1cc(CCC(CC(OC(C)=O)C2CC3CC(CCC3C(C)C)CC(CO)C2)OC(C)=O)c(-c2cc[nH+]c(N)c2)cc1O
ZINC85491936,CC(=CC(O)CC(C)C1CC2(O)C=CC3(O)C4=C(C(=O)CC1(C)C42C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1)C(=O)[O-]
ZINC85544516,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)CCC=C(C)CO
ZINC85491939,CC(O)CC(=CC(O)CC1CCCCC2C(=O)C3=C(C(O)C(C=Cc4ccccc4)C4C(C)(C)C(=O)CCC34C)C3(C)C(O)CC1C23C)C(=O)[O-]
ZINC85530216,CCCCCCCCCCCCc1cc(=O)c2ccccc2n1C
ZINC85544519,C=C(C=CC=C(CO)C1CCC23C(C(=C(C)C=O)CCC2(O)CC[NH2+]C)C(CCO)CCC13O)CCC=C(C)C
ZINC85568195,COc1cc(C2Oc3cc(OC)c4c5c3C(C#CCC([n+]3cc[nH]c3)CC5Cc3cc(O)ccc3-4)C2O)ccc1O
ZINC85491942,CC(CC(O)C(=O)C(C)C(=O)[O-])C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1C(C=Cc1ccccc1)C3O
ZINC85491943,CC(=CC(O)CC(C)C1CC2(O)C=CC3(O)C4=C(C(=O)CC1(C1CCCC1)C42C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1)C(=O)[O-]
ZINC85544526,C=C(C=CC=C(COCO)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)CCC=C(C)C
ZINC85491945,CC(O)CC(=CC(O)CC(C)C12CC(O)C3(CCC1)C1=C(C(=O)CC23C)C2(C)CCC(=O)C(C)(C)C2C(C=Cc2ccccc2)C1O)C(=O)[O-]
ZINC85568198,CCCCCC1Cc2cc(O)ccc2-c2c(OCCO)cc3c(c21)CC(O)C(c1ccc(O)c(OC)c1)O3
ZINC85491946,CC(O)CC(=CC(O)CC(C)C1CC2(O)CCC3(O)C4=C(C(=O)CC1(C)C42C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1)C(=O)[O-]
ZINC85544530,C=C(C=CC=C(C(O)CCCCC)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)CCC=C(C)C
ZINC85491949,CC(O)CC(=CC(O)CC(C)C1CC(O)C2(CCO)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1C(C=Cc1ccccc1)C3O)C(=O)[O-]
ZINC85491952,CC[NH2+]CC(C(O)C=C(C)C(=O)[O-])C(C)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1C(C=Cc1ccccc1)C3O
ZINC85592539,COc1cc2cc(C)c3c(O)c2c(c1)OC1OC(C(O)C(O)C1O)C(O)C(CC[NH3+])CC#CCC3=O
ZINC85546977,C=C1CC2(CCC(CCC3(O)CCCC(O)C3)C2)C2OC2(C)CCC2C1CC2(C)C1CCC(CNC(=[NH2+])NCCc2cccc(O)c2)C1
ZINC85544537,C=C(C=CC=C(COCO)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(C)O)CCC=C(C)C
ZINC85491957,CC(O)CC(=CC(O)CC(C)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1C(C=Cc1ccccc1)C3O)C(=O)[O-]
ZINC85935062,CC=C(C)C(=O)OC1CC(C)=CC(OC(=O)C=Cc2ccccc2)C2(C)C(OC(C)=O)CC(O)(C(C)C)C12
ZINC85544540,C=C(C=CC=C(CO)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CO)CCC=C(C)C
ZINC85547013,C=C1CC2(CCC(CCC3(O)CCCC(O)C3)C2)C2OC2(C)CCC2C1CC2(C)C1CCC(C(O)NC(=[NH2+])NCCc2ccccc2)C1
ZINC85530227,CCCCCCCCC=CCCCCCCCCCC(=O)OC
ZINC85568208,COc1cc(C2Oc3cc(OC)c4c(c3CC2O)C(CC2([n+]3cc[nH]c3)CCCC2)Cc2cc(O)ccc2-4)ccc1O
ZINC85547020,C=C1CC2(CCC(CCC3(O)CCCC(O)C3)C2)C2OC2(C)CCC2C1CC2(C)C1CC(CNC(=[NH2+])NC)CC1Cc1ccc(O)cc1
ZINC85629348,CC(=O)OC(CCc1cc(OCCO)c(O)cc1-c1cc[nH+]c(N)c1)CC(OC(C)=O)C1CC(O)CCCC(CC(C)C)C1
ZINC85491962,CC(O)CC(=CC(O)CC(C)C1CC(O)C2(C)C3=C4C(=O)CC12CCCCCC41CCC(=O)C(C)(C)C1C(C=Cc1ccccc1)C3O)C(=O)[O-]
ZINC85568210,CCC1Cc2cc(O)ccc2-c2c(OCCO)cc3c(c21)CC(O)C(c1ccc(O)c(OC)c1)O3
ZINC85544545,C[NH2+]CCC1(O)CCC(=C(C)C=O)C(CCCO)C12CCC(C(=CC=CC(CCC=C(C)C)=C1CCCCC1)CO)C2O
ZINC85491966,CC(O)CC(=CC(O)CC(C)C1CC(O)C2(C)C3=C(C(=O)CC12C1CCCC1)C1(C)CCC(=O)C(C)(C)C1C(C=Cc1ccccc1)C3O)C(=O)[O-]
ZINC85568213,COc1cc(C2Oc3cc(OC)c4c(c3CC2O)C(CC[n+]2cc[nH]c2)Cc2cc(O)ccc2-4)ccc1O
ZINC85491968,CC(=CC(O)C1C(C)C2(C=CC1[NH+]=C(N)N)CC(O)C1(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1CC3O)C(=O)[O-]
ZINC85544549,C=C(C=CC=C(CO)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(C)O)CCC=C(C)C[NH2+]CC
ZINC85491971,CC(=CC(O)CC1CCCCC2C(=O)C3=C(C(O)C(C=Cc4ccccc4)C4C(C)(C)C(=O)CCC34C)C3(C)C(O)CC1C23C)C(=O)[O-]
ZINC85629358,COc1cc(CCC(CC(OC(C)=O)C2CC(CO)CCCC(CCO)C2)OC(C)=O)c(-c2cc[nH+]c(N)c2)cc1O
ZINC13377905,COc1cc(CCC(=O)CC(CCc2ccc(O)c(OC)c2)OC(C)=O)ccc1O
ZINC85597036,CNC(=[NH2+])Nc1cc(CC(C=CC(=O)CCc2ccc(O)c(OC)c2)C(C)CCCC(C)C)cc(OCC[NH2+]C)c1O
ZINC04097800,CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(O)C(=O)C4(C)C)C3(C)C(=O)CC12C
ZINC85491979,CC(C(=O)[O-])C(=O)C(O)C(C[NH+]=C(N)N)C(C)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1CC3O
ZINC85629367,COc1cc(CCC(CC(OC(C)=O)C2CCCC3CCC(C(C)C)C(C3)C2)OC(C)=O)c(-c2cc[nH+]c(N)c2)cc1O
ZINC85597039,CNC(=[NH2+])Nc1cc(CC(C=CC(=O)CCc2ccc(O)c(OC)c2)C(C)CCCC(C)CC[NH2+]C)cc(OCC[NH2+]C)c1O
ZINC85491983,C[NH2+]CCC(=CC(O)CC(C)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1C(C=Cc1ccccc1)C3O)C(=O)[O-]
ZINC85544564,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)C1(CC=C(C)C)CCCC1
ZINC55723279,CCC(=O)c1c(O)c(CC2C(=O)C(C(=O)CC)C(=O)C(C)(C)C2=O)c(O)c2c1OC(C)(C)C=C2
ZINC85544567,C=C(C=CC=C(COCCO)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CO)CCC=C(C)C
ZINC85491988,CC(=CC(O)CC(C)C12CC(O)C3(CCC1)C1=C(C(=O)CC23C)C2(C)CCC(=O)C(C)(C)C2C(C=Cc2ccccc2)C1O)C(=O)[O-]
ZINC85544569,C=C(C=CC=C(COCCO)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(C)O)CCC=C(C)C[NH2+]CC
ZINC85491992,CC(=CC(O)C(C[NH+]=C(N)N)C(C)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C2CCCC2)C1CC3O)C(=O)[O-]
ZINC85568227,COc1cc(C2Oc3cc(OC)c4c(c3CC2O)CCc2cc(O)ccc2-4)cc(CCCO)c1O
ZINC85597046,CNC(=[NH2+])Nc1cc(CC(C=CC(=O)CCc2ccc(O)c(OC)c2)C(C)C)cc(OC2(C[NH2+]C)CCCC2)c1O
ZINC85491995,CC(=CC(O)CC(C)C1CC2(O)CCC3(O)C4=C(C(=O)CC1(C)C42C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1)C(=O)[O-]
